num_actions,avg_inter_action_time,mm_avg_v,mm_sd_v,mm_avg_a,mm_sd_a,mm_avg_j,mm_sd_j,mm_avg_duration,mm_sd_duration,mm_avg_straightness,mm_sd_straightness,mm_avg_num_points,mm_sd_num_points,mm_avg_curvature,mm_sd_curvature,mm_avg_angle_sum,mm_sd_angle_sum,mm_avg_max_deviation,mm_sd_max_deviation,pc_avg_v,pc_sd_v,pc_avg_a,pc_sd_a,pc_avg_j,pc_sd_j,pc_avg_duration,pc_sd_duration,pc_avg_straightness,pc_sd_straightness,pc_avg_num_points,pc_sd_num_points,pc_avg_curvature,pc_sd_curvature,pc_avg_angle_sum,pc_sd_angle_sum,pc_avg_max_deviation,pc_sd_max_deviation,avg_click_time,pc_sd_click_time,dd_avg_v,dd_sd_v,dd_avg_a,dd_sd_a,dd_avg_j,dd_sd_j,dd_avg_duration,dd_sd_duration,dd_avg_straightness,dd_sd_straightness,dd_avg_num_points,dd_sd_num_points,dd_avg_curvature,dd_sd_curvature,dd_avg_angle_sum,dd_sd_angle_sum,dd_mean_max_deviation,dd_sd_max_deviation
27,0.055694442528944746,811.718181397227,249.77454652625735,-666.7029814263492,365.60542846729965,105744.55602870551,84380.94576497572,0.6690403521060944,0.09784685976796861,0.9164087290874414,0.16910587419560735,69.375,16.621307323518725,-0.06587296808837816,0.11180844680137979,-67.32542006036739,63.36490154475927,-67.32542006036739,63.36490154475927,602.000465405952,191.3654630941198,-323.3162180300622,154.85190932778116,44641.99984973477,30098.714445197715,1.0367215156555176,0.19310324293908904,0.7489127048466475,0.20618284185972752,101.2,23.16510786122573,0.036755067593983455,0.08909074655785464,41.004734126391334,65.62943098808368,0.024333400552937548,0.07693313455525569,0.13551418781280516,0.01452766658961932,649.3238054565046,201.98947227050925,-9668.85277054919,11645.626029246576,44641.99984973477,30098.714445197715,0.7987138430277506,0.4086572870049494,0.8930561329741007,0.09440427309442725,80.11111111111111,36.50837042530262,0.020430674061841,0.08360164685673604,98.35111887755059,69.19176352896143,0.004049796661262702,0.0035989971730222047
