num_actions,avg_inter_action_time,mm_avg_v,mm_sd_v,mm_avg_a,mm_sd_a,mm_avg_j,mm_sd_j,mm_avg_duration,mm_sd_duration,mm_avg_straightness,mm_sd_straightness,mm_avg_num_points,mm_sd_num_points,mm_avg_curvature,mm_sd_curvature,mm_avg_angle_sum,mm_sd_angle_sum,mm_avg_max_deviation,mm_sd_max_deviation,pc_avg_v,pc_sd_v,pc_avg_a,pc_sd_a,pc_avg_j,pc_sd_j,pc_avg_duration,pc_sd_duration,pc_avg_straightness,pc_sd_straightness,pc_avg_num_points,pc_sd_num_points,pc_avg_curvature,pc_sd_curvature,pc_avg_angle_sum,pc_sd_angle_sum,pc_avg_max_deviation,pc_sd_max_deviation,avg_click_time,pc_sd_click_time,dd_avg_v,dd_sd_v,dd_avg_a,dd_sd_a,dd_avg_j,dd_sd_j,dd_avg_duration,dd_sd_duration,dd_avg_straightness,dd_sd_straightness,dd_avg_num_points,dd_sd_num_points,dd_avg_curvature,dd_sd_curvature,dd_avg_angle_sum,dd_sd_angle_sum,dd_mean_max_deviation,dd_sd_max_deviation
24,0.6983968796937362,4538.622376523935,1184.5950933314302,0,0.0,0,0.0,0.11414271593093872,0.001154668480358935,1.0,0.0,2,0.0,0,0.0,-1.603340384194524,0.8491725862346471,-1.603340384194524,0.8491725862346471,1597.1699321176325,432.4268286395956,-25557.127609518717,6950.854722988574,0,0.0,0.1263744036356608,0.0027249113150419908,1.0,0.0,3,0.0,0,0.0,0.23229166658566375,2.021733706896842,0.0,0.0,0.0013165209028455946,0.0018944413706416063,21960.49638467619,4874.147636235242,-3525888.6821109816,762879.7680147903,0,0.0,0.025548083441598073,0.001832319327582637,1.0,0.0,3,0.0,0,0.0,1.5278156290479403,0.9066381793090396,0.0,0.0
