num_actions,total_duration,mm_avg_v,mm_sd_v,mm_max_v,mm_min_v,mm_avg_a,mm_sd_a,mm_max_a,mm_min_a,mm_avg_j,mm_sd_j,mm_max_j,mm_min_j,mm_avg_duration,mm_sd_duration,mm_max_duration,mm_min_duration,mm_avg_straightness,mm_sd_straightness,mm_max_straightness,mm_min_straightness,mm_avg_num_points,mm_sd_num_points,mm_max_num_points,mm_min_num_points,mm_avg_curvature,mm_sd_curvature,mm_max_curvature,mm_min_curvature,mm_avg_angle_sum,mm_sd_angle_sum,mm_max_angle_sum,mm_min_angle_sum,mm_avg_max_deviation,mm_sd_max_deviation,mm_max_max_deviation,mm_min_max_deviation,pc_avg_v,pc_sd_v,pc_max_v,pc_min_v,pc_avg_a,pc_sd_a,pc_max_a,pc_min_a,pc_avg_j,pc_sd_j,pc_max_j,pc_min_j,pc_avg_duration,pc_sd_duration,pc_max_duration,pc_min_duration,pc_avg_straightness,pc_sd_straightness,pc_max_straightness,pc_min_straightness,pc_avg_num_points,pc_sd_num_points,pc_max_num_points,pc_min_num_points,pc_avg_curvature,pc_sd_curvature,pc_max_curvature,pc_min_curvature,pc_avg_angle_sum,pc_sd_angle_sum,pc_max_angle_sum,pc_min_angle_sum,pc_avg_max_deviation,pc_sd_max_deviation,pc_max_max_deviation,pc_min_max_deviation,pc_avg_click_time,pc_sd_click_time,pc_max_click_time,pc_min_click_time,dd_avg_v,dd_sd_v,dd_max_v,dd_min_v,dd_avg_a,dd_sd_a,dd_max_a,dd_min_a,dd_avg_j,dd_sd_j,pc_max_j,pc_min_j,dd_avg_duration,dd_sd_duration,dd_max_duration,dd_min_duration,dd_avg_straightness,dd_sd_straightness,dd_max_straightness,dd_min_straightness,dd_avg_num_points,dd_sd_num_points,dd_max_num_points,dd_min_num_points,dd_avg_curvature,dd_sd_curvature,dd_max_curvature,dd_min_curvature,dd_avg_angle_sum,dd_sd_angle_sum,dd_max_angle_sum,dd_min_angle_sum,dd_avg_max_deviation,dd_sd_max_deviation,dd_max_max_deviation,dd_min_max_deviation
25,42.54116201400757,1043.472068025697,438.60757295949435,1766.944146209828,568.828579302336,-2539.5257973227917,1302.301146085949,-1086.2924279930417,-5271.800257321654,-10397.104207037533,23903.464361501578,2752.166652030476,-68978.33568563196,0.5871683657169342,0.13439454730228698,0.7955660820007324,0.384091854095459,0.8238110202013478,0.13742067733125493,0.9997759064935379,0.5820087336009233,12.25,4.06201920231798,20,7,-0.0005146637214006772,0.005522074460560371,0.0058126124832816265,-0.01218150322633856,-12.56341595462362,6.620829714657557,-3.795797068606615,-21.50151910674924,0.08003800818354251,0.052774762047681285,0.14103947189063928,0.003144654088050314,1257.6915632335424,876.8467652886955,2788.229939705026,309.3790637732325,-1196.4871180287405,493.73322401430465,-718.0027805663997,-1936.4955206818852,18655.975420211234,14924.48684593838,50832.37120104594,5240.025211309428,0.7289089361826578,0.10105581290173311,0.8319559097290039,0.5110352039337158,0.34187387429181126,0.027231547131295705,0.37845364779884905,0.28145164552630836,10.444444444444445,3.9405301391789633,17,6,0.0004449350343951933,0.0029107106116131086,0.005024068131121006,-0.0024347807632111463,0.30572583186527036,4.830037524682057,8.270230658838562,-8.335350475358553,3.369737893335416e-05,4.59670691338792e-05,0.00011734170740453637,3.753865779127907e-07,0.1810215844048394,0.013653512712870053,0.21143674850463867,0.17033696174621582,999.0618659095244,361.8990687517865,1709.868289783738,578.0517501983318,59.6892468911147,137.01062516301823,370.8301349736097,-55.82459047389729,18655.975420211234,14924.48684593838,50832.37120104594,5240.025211309428,1.816213220357895,0.44167850711217976,2.351222038269043,1.1042590141296387,0.2921732089887675,0.002912741597089889,0.2950814690317314,0.2873352769881551,31.5,7.151423434733616,40,20,-0.02829193746622019,0.046052824877406605,0.039322924465631307,-0.09735205775599284,10.040507095674197,19.089445115663487,33.00333118046524,-19.062640369033577,3.044341902595937e-09,2.99796048736411e-09,8.443298829255635e-09,2.4757280223161823e-12
