Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
6.11056,0.015517500000000031,0.022949999999999804,0.0091699999999999,0.0053604749478629735,0.015517500000000031,0.022949999999999804,0.0091699999999999,0.0053604749478629735,0.052053434343434346,0.25051999999999985,0.02088000000000001,0.06295463125337324,0.05191565656565656,0.2615999999999996,0.02079999999999993,0.06612394679014055
