Time,Key pressed,Key released
2.02999,1,None
2.13653,2,None
2.20483,3,None
2.22454,None,1
2.28051,None,2
2.32877,None,3
2.68659,Key.shift,None
2.77021,C,None
2.87825,None,C
2.95845,A,None
3.02247,P,None
3.12224,None,P
3.13408,None,A
3.19887,None,Key.shift
3.31458,a,None
3.40692,None,a
3.42649,b,None
3.52644,None,b
3.52994,c,None
3.61884,None,c
3.82452,Key.shift,None
3.91247,!,None
4.04038,None,!
4.09265,None,Key.shift
4.2364,Key.enter,None
4.35669,None,Key.enter
4.51045,1,None
4.56629,2,None
4.70243,3,None
4.72637,None,1
4.7544,None,2
4.81487,None,3
5.33762,Key.shift,None
5.39745,C,None
5.53315,None,C
5.62155,A,None
5.73332,None,A
5.74959,P,None
5.78123,None,P
5.89777,None,Key.shift
6.07751,a,None
6.13771,None,a
6.30549,c,None
6.38155,None,c
6.66243,Key.backspace,None
6.72245,None,Key.backspace
6.91157,b,None
6.99139,c,None
6.99912,None,b
7.05969,None,c
7.21748,Key.shift,None
7.31744,!,None
7.43315,None,!
7.48594,None,Key.shift
7.57765,Key.enter,None
7.69377,None,Key.enter
7.95554,1,None
8.01137,2,None
8.07934,None,1
8.09132,3,None
8.13533,None,2
8.19191,None,3
8.51164,Key.shift,None
8.6156,C,None
8.7154,None,C
8.75545,A,None
8.83549,P,None
8.88738,None,A
8.91934,None,P
8.93586,None,Key.shift
9.07941,a,None
9.15543,b,None
9.16744,None,a
9.27541,None,b
9.28759,c,None
9.35577,None,c
9.54362,Key.shift,None
9.68757,!,None
9.77919,None,!
9.83984,None,Key.shift
9.94339,Key.enter,None
10.0437,None,Key.enter
10.2405,1,None
10.33619,2,None
10.37234,None,1
10.38447,3,None
10.42389,None,2
10.47597,None,3
10.80618,Key.shift,None
10.91444,C,None
11.03801,None,C
11.07844,A,None
11.13831,P,None
11.22186,None,A
11.24199,None,P
11.2584,None,Key.shift
11.38303,a,None
11.46323,b,None
11.47076,None,a
11.58314,c,None
11.60696,None,b
11.65555,None,c
11.84598,Key.shift,None
11.91441,!,None
12.05017,None,!
12.09888,None,Key.shift
12.20842,Key.enter,None
12.31645,None,Key.enter
12.3845,1,None
12.4922,2,None
12.55239,3,None
12.56816,None,1
12.59993,None,2
12.63665,None,3
12.98284,Key.shift,None
13.11043,C,None
13.22233,None,C
13.24635,A,None
13.33821,P,None
13.39438,None,A
13.46644,None,P
13.48267,None,Key.shift
13.62678,a,None
13.72379,None,a
13.72446,b,None
13.83548,c,None
13.83876,None,b
13.91967,None,c
14.0795,Key.shift,None
14.21559,!,None
14.33936,None,!
14.36761,None,Key.shift
14.52039,Key.enter,None
14.66051,1,None
14.66793,None,Key.enter
14.72443,2,None
14.83244,3,None
14.84825,None,1
14.89636,None,2
14.94513,None,3
15.24372,Key.shift,None
15.36709,C,None
15.48366,None,C
15.5073,A,None
15.63539,P,None
15.67549,None,A
15.7234,None,P
15.72729,None,Key.shift
15.84223,a,None
15.92691,None,a
15.96742,b,None
16.06726,c,None
16.09305,None,b
16.15161,None,c
16.42279,Key.shift,None
16.51044,!,None
16.63422,None,!
16.69491,None,Key.shift
16.80448,Key.enter,None
16.94463,None,Key.enter
16.96062,1,None
17.0564,2,None
17.12449,3,None
17.15026,None,1
17.16015,None,2
17.2246,None,3
17.57326,Key.shift,None
17.72549,C,None
17.8173,None,C
17.85334,A,None
17.98529,P,None
18.07733,None,A
18.08513,None,P
18.1419,None,Key.shift
18.2991,a,None
18.36335,b,None
18.37105,None,a
18.46742,None,b
18.49549,c,None
18.56373,None,c
18.76656,Key.shift,None
18.85037,!,None
18.97851,None,!
19.05466,None,Key.shift
19.13525,Key.enter,None
19.25956,None,Key.enter
19.30126,1,None
19.35796,2,None
19.47339,None,1
19.48537,3,None
19.52938,None,2
19.56159,None,3
19.88145,Key.shift,None
20.16143,A,None
20.28134,None,A
20.42573,None,Key.shift
20.60735,Key.backspace,None
20.72358,None,Key.backspace
20.79921,Key.shift,None
20.82736,C,None
20.95542,None,C
20.99911,A,None
21.14775,P,None
21.15896,None,A
21.23527,None,P
21.37172,None,Key.shift
21.50028,a,None
21.57644,b,None
21.58406,None,a
21.6882,c,None
21.69174,None,b
21.75633,None,c
21.9604,Key.shift,None
22.06041,!,None
22.17631,None,!
22.23689,None,Key.shift
22.33063,Key.enter,None
22.47171,None,Key.enter
22.48729,1,None
22.57534,2,None
22.68332,3,None
22.68674,None,1
22.72325,None,2
22.77579,None,3
23.11623,Key.shift,None
23.22037,C,None
23.32828,None,C
23.36827,A,None
23.44032,P,None
23.50013,None,A
23.5324,None,P
23.54833,None,Key.shift
23.67439,a,None
23.74641,b,None
23.75529,None,a
23.87027,c,None
23.87917,None,b
23.9542,None,c
24.09437,Key.shift,None
24.19456,!,None
24.30631,None,!
24.39063,None,Key.shift
24.46489,Key.enter,None
24.62564,None,Key.enter
24.72733,1,None
24.83885,2,None
24.9074,3,None
24.92667,None,1
24.95521,None,2
25.00797,None,3
25.36601,Key.shift,None
25.46649,C,None
25.58272,None,C
25.6183,A,None
25.74235,P,None
25.77424,None,A
25.83036,None,P
25.86265,None,Key.shift
25.99332,a,None
26.07343,None,a
26.08533,b,None
26.19801,None,b
26.19863,c,None
26.27752,None,c
26.42874,Key.shift,None
26.55611,!,None
26.68421,None,!
26.75277,None,Key.shift
