time,mouse_x,mouse_y,button,state
1.466925859451294,850.0,447.0,NoButton,Move
1.5446531772613525,842.0,398.0,NoButton,Move
1.6224939823150635,839.0,350.0,NoButton,Move
1.700835943222046,839.0,302.0,NoButton,Move
1.781738042831421,842.0,254.0,NoButton,Move
1.8611090183258057,850.0,207.0,NoButton,Move
2.151806116104126,850.0,207.0,NoButton,Move
2.162936210632324,850.0,207.0,Button.left,Pressed
2.163486957550049,850.0,207.0,Button.left,Released
2.888124942779541,849.0,206.0,NoButton,Move
2.957839012145996,897.0,213.0,NoButton,Move
3.0264430046081543,946.0,214.0,NoButton,Move
3.0981321334838867,994.0,213.0,NoButton,Move
3.167603015899658,1042.0,214.0,NoButton,Move
3.2381350994110107,1090.0,221.0,NoButton,Move
3.3066630363464355,1137.0,237.0,NoButton,Move
3.531970977783203,1137.0,237.0,NoButton,Move
3.5434410572052,1137.0,237.0,Button.left,Pressed
3.5441060066223145,1137.0,237.0,Button.left,Released
4.254132032394409,1136.0,236.0,NoButton,Move
4.310521841049194,1110.0,275.0,NoButton,Move
4.368268013000488,1084.0,319.0,NoButton,Move
4.42532205581665,1049.0,352.0,NoButton,Move
4.481468915939331,1003.0,363.0,NoButton,Move
4.538224935531616,959.0,378.0,NoButton,Move
4.595844030380249,928.0,415.0,NoButton,Move
4.652153968811035,901.0,458.0,NoButton,Move
4.708605051040649,867.0,492.0,NoButton,Move
4.871789216995239,867.0,492.0,NoButton,Move
4.883422136306763,867.0,492.0,Button.left,Pressed
4.88408088684082,867.0,492.0,Button.left,Released
7.73811411857605,866.0,492.0,NoButton,Move
7.818114995956421,911.0,496.0,NoButton,Move
7.896317005157471,951.0,481.0,NoButton,Move
7.975306987762451,989.0,460.0,NoButton,Move
8.054051160812378,1029.0,448.0,NoButton,Move
8.13410997390747,1073.0,459.0,NoButton,Move
8.44399905204773,1073.0,459.0,NoButton,Move
8.454957962036133,1073.0,459.0,Button.left,Pressed
8.455379962921143,1073.0,459.0,Button.left,Released
12.000178098678589,1073.0,458.0,NoButton,Move
12.056283950805664,1027.0,479.0,NoButton,Move
12.11509108543396,983.0,502.0,NoButton,Move
12.172932863235474,940.0,528.0,NoButton,Move
12.227665901184082,897.0,553.0,NoButton,Move
12.284098148345947,854.0,577.0,NoButton,Move
12.34145998954773,809.0,599.0,NoButton,Move
12.397603988647461,763.0,616.0,NoButton,Move
12.454288959503174,714.0,627.0,NoButton,Move
12.811545848846436,714.0,627.0,NoButton,Move
