Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
51.698989999999995,0.10372159999999991,0.19458000000000197,0.05233000000000132,0.03034581011199932,0.10372159999999991,0.19458000000000197,0.05233000000000132,0.03034581011199932,0.5154770707070707,3.8275599999999983,0.10867999999999967,0.562710159926217,0.5159826262626263,3.8647200000000055,0.12554000000000087,0.5613920870871384
