time,mouse_x,mouse_y,button,state
0.010598897933959961,750.0,138.0,Button.left,Released
0.7015547752380371,749.0,138.0,NoButton,Move
0.7695670127868652,762.0,186.0,NoButton,Move
0.8392660617828369,773.0,234.0,NoButton,Move
0.9078609943389893,782.0,283.0,NoButton,Move
0.9775998592376709,791.0,331.0,NoButton,Move
1.0470268726348877,798.0,380.0,NoButton,Move
1.1168067455291748,803.0,429.0,NoButton,Move
1.1872477531433105,808.0,479.0,NoButton,Move
1.2556378841400146,811.0,528.0,NoButton,Move
1.3248569965362549,813.0,578.0,NoButton,Move
1.394117832183838,813.0,578.0,NoButton,Move
1.4055559635162354,813.0,578.0,Button.left,Pressed
1.559262990951538,813.0,578.0,NoButton,Drag
1.5708978176116943,813.0,578.0,Button.left,Released
2.2532401084899902,813.0,577.0,NoButton,Move
2.307950735092163,777.0,537.0,NoButton,Move
2.3595759868621826,718.0,524.0,NoButton,Move
2.412667751312256,672.0,504.0,NoButton,Move
2.4635109901428223,660.0,452.0,NoButton,Move
2.5161209106445312,643.0,398.0,NoButton,Move
2.5684139728546143,597.0,384.0,NoButton,Move
2.6209967136383057,541.0,404.0,NoButton,Move
2.6728827953338623,486.0,415.0,NoButton,Move
2.72615909576416,443.0,370.0,NoButton,Move
2.777885913848877,443.0,370.0,NoButton,Move
2.7897279262542725,443.0,370.0,Button.left,Pressed
2.9903616905212402,443.0,370.0,NoButton,Drag
3.0015511512756348,443.0,370.0,Button.left,Released
3.6805388927459717,442.0,370.0,NoButton,Move
3.7275099754333496,491.0,340.0,NoButton,Move
3.7760109901428223,543.0,326.0,NoButton,Move
3.823085069656372,595.0,325.0,NoButton,Move
3.8713788986206055,648.0,338.0,NoButton,Move
3.918221950531006,700.0,361.0,NoButton,Move
3.9666149616241455,749.0,394.0,NoButton,Move
4.014225959777832,795.0,435.0,NoButton,Move
4.06168794631958,837.0,478.0,NoButton,Move
4.110196828842163,879.0,504.0,NoButton,Move
4.158685922622681,925.0,495.0,NoButton,Move
4.208843946456909,973.0,463.0,NoButton,Move
4.256143808364868,1023.0,427.0,NoButton,Move
4.304596900939941,1071.0,408.0,NoButton,Move
4.352921724319458,1115.0,424.0,NoButton,Move
4.401604890823364,1154.0,496.0,NoButton,Move
4.450417757034302,1154.0,496.0,NoButton,Move
4.461422681808472,1154.0,496.0,Button.left,Pressed
4.629597902297974,1154.0,496.0,NoButton,Drag
4.6411519050598145,1154.0,496.0,Button.left,Released
5.309169769287109,1154.0,495.0,NoButton,Move
5.373503923416138,1137.0,425.0,NoButton,Move
5.438631772994995,1091.0,435.0,NoButton,Move
5.5020458698272705,1031.0,480.0,NoButton,Move
5.5662877559661865,976.0,516.0,NoButton,Move
5.630990028381348,942.0,497.0,NoButton,Move
5.694453001022339,918.0,451.0,NoButton,Move
5.759469032287598,866.0,468.0,NoButton,Move
5.823981046676636,802.0,498.0,NoButton,Move
5.889218091964722,748.0,475.0,NoButton,Move
5.955076694488525,748.0,475.0,NoButton,Move
