time,mouse_x,mouse_y,button,state
0.1754133701324463,738,252,NoButton,Move
0.18345308303833008,738,253,NoButton,Move
0.19145512580871582,738,254,NoButton,Move
0.1994304656982422,738,256,NoButton,Move
0.20745587348937988,737,259,NoButton,Move
0.21548080444335938,733,264,NoButton,Move
0.2234799861907959,727,271,NoButton,Move
0.23150086402893066,717,285,NoButton,Move
0.23947525024414062,700,307,NoButton,Move
0.24748778343200684,684,329,NoButton,Move
0.255509614944458,672,357,NoButton,Move
0.2634866237640381,662,385,NoButton,Move
0.2714803218841553,653,428,NoButton,Move
0.27947068214416504,653,463,NoButton,Move
0.28748393058776855,653,496,NoButton,Move
0.2950141429901123,659,536,NoButton,Move
0.303483247756958,663,569,NoButton,Move
0.3115050792694092,668,603,NoButton,Move
0.31950902938842773,671,632,NoButton,Move
0.32750511169433594,675,650,NoButton,Move
0.3354823589324951,678,671,NoButton,Move
0.34348201751708984,678,685,NoButton,Move
0.351485013961792,678,695,NoButton,Move
0.3594822883605957,678,699,NoButton,Move
0.36748552322387695,678,699,NoButton,Move
0.39139771461486816,678,700,NoButton,Move
0.41545796394348145,679,700,NoButton,Move
0.4233226776123047,679,696,NoButton,Move
0.4314839839935303,677,689,NoButton,Move
0.43951416015625,668,680,NoButton,Move
0.4475138187408447,663,672,NoButton,Move
0.4554879665374756,655,665,NoButton,Move
0.4634859561920166,648,657,NoButton,Move
0.471498966217041,643,653,NoButton,Move
0.4794762134552002,638,648,NoButton,Move
0.4874579906463623,635,644,NoButton,Move
0.4950125217437744,632,641,NoButton,Move
0.5034806728363037,628,634,NoButton,Move
0.511481761932373,623,630,NoButton,Move
0.5194764137268066,620,626,NoButton,Move
0.5274803638458252,617,621,NoButton,Move
0.5354859828948975,617,620,NoButton,Move
0.5434837341308594,614,618,NoButton,Move
0.5514862537384033,614,616,NoButton,Move
0.5594837665557861,611,614,NoButton,Move
0.5675144195556641,611,614,NoButton,Move
0.5834815502166748,609,613,NoButton,Move
0.5915071964263916,609,613,NoButton,Move
0.599498987197876,608,613,NoButton,Move
0.6312265396118164,608,613,Button.left,Pressed
0.6955773830413818,608,613,Button.left,Released
0.8474874496459961,608,612,NoButton,Move
0.855506420135498,610,604,NoButton,Move
0.8634810447692871,625,597,NoButton,Move
0.8714768886566162,640,591,NoButton,Move
0.8794665336608887,651,585,NoButton,Move
0.8874814510345459,665,581,NoButton,Move
0.8944313526153564,706,564,NoButton,Move
