Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
34.77021,0.015527399999999908,0.025890000000000413,0.0044599999999999085,0.005566898674170774,0.015527399999999908,0.025890000000000413,0.0044599999999999085,0.005566898674170774,0.33612,0.6727100000000021,0.08072999999999908,0.14031979416566243,0.3359572727272727,0.6847400000000015,0.08123999999999931,0.14165598524867148
