Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
33.423539999999996,0.10200340000000008,0.1920200000000003,0.048189999999999955,0.031837073847191324,0.07687050000000017,0.16799999999999926,0.00759000000000043,0.03375283498381209,0.33518292929292925,2.9600700000000018,0.023670000000002744,0.39668652826719303,0.3354317171717172,2.9518900000000023,0.04803000000000068,0.3829663097614822
