num_actions,total_duration,mm_avg_v,mm_sd_v,mm_max_v,mm_min_v,mm_avg_a,mm_sd_a,mm_max_a,mm_min_a,mm_avg_j,mm_sd_j,mm_max_j,mm_min_j,mm_avg_duration,mm_sd_duration,mm_max_duration,mm_min_duration,mm_avg_straightness,mm_sd_straightness,mm_max_straightness,mm_min_straightness,mm_avg_curvature,mm_sd_curvature,mm_max_curvature,mm_min_curvature,mm_avg_max_deviation,mm_sd_max_deviation,mm_max_max_deviation,mm_min_max_deviation,pc_avg_v,pc_sd_v,pc_max_v,pc_min_v,pc_avg_a,pc_sd_a,pc_max_a,pc_min_a,pc_avg_j,pc_sd_j,pc_max_j,pc_min_j,pc_avg_duration,pc_sd_duration,pc_max_duration,pc_min_duration,pc_avg_straightness,pc_sd_straightness,pc_max_straightness,pc_min_straightness,pc_avg_curvature,pc_sd_curvature,pc_max_curvature,pc_min_curvature,pc_avg_max_deviation,pc_sd_max_deviation,pc_max_max_deviation,pc_min_max_deviation,pc_avg_click_time,pc_sd_click_time,pc_max_click_time,pc_min_click_time,dd_avg_v,dd_sd_v,dd_max_v,dd_min_v,dd_avg_a,dd_sd_a,dd_max_a,dd_min_a,dd_avg_j,dd_sd_j,pc_max_j,pc_min_j,dd_avg_duration,dd_sd_duration,dd_max_duration,dd_min_duration,dd_avg_straightness,dd_sd_straightness,dd_max_straightness,dd_min_straightness,dd_avg_curvature,dd_sd_curvature,dd_max_curvature,dd_min_curvature,dd_avg_max_deviation,dd_sd_max_deviation,dd_max_max_deviation,dd_min_max_deviation
25,17.50990080833435,4284.888801059065,1277.590887603169,6419.7919557080295,2689.301884726715,0,0.0,0,0,0,0.0,0,0,0.11372241377830505,0.0005030992125957084,0.11463499069213867,0.11298203468322754,1.0,0.0,1.0,1.0,0,0.0,0,0,0,0.0,0,0,1539.173972221996,769.9029631595895,2641.0210296987234,658.0495709500526,-24578.25930212984,12174.634043193802,-10564.438604659694,-41841.266084657,0,0.0,0,0,0.12569522857666016,0.0008543480864425402,0.1268606185913086,0.12462329864501953,1.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0006546974182128906,6.781374226595185e-05,0.0007781982421875,0.0005857944488525391,19887.500185612214,6721.361790279384,33172.396746839906,11639.441380400282,-3213591.1451215134,1171116.6869423902,-1673156.3348954152,-5451468.953466848,0,0.0,0,0,0.023793548345565796,0.0008401300461502935,0.024904251098632812,0.022935867309570312,1.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0
