Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
83.78025,0.09349775700934548,0.1937699999999989,0.048040000000000305,0.0315383154605847,0.09349775700934548,0.1937699999999989,0.048040000000000305,0.0315383154605847,0.7882404716981132,4.47271,0.13082999999999956,0.8085240121867949,0.7888514150943396,4.38015,0.20876999999999946,0.7873173197812319
