Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
23.53055,0.10216067961165048,0.18437999999999732,0.060229999999999784,0.026336903143320715,0.07134485436893201,0.18437999999999732,0.003230000000000288,0.0369822723260773,0.2289437254901961,0.8314899999999987,0.02416000000000018,0.1971740670842336,0.2285749019607843,0.7849700000000013,0.03988000000000014,0.1800255980299188
