Time,Key pressed,Key released
1.77319,1,None
1.77519,2,None
1.81627,None,1
1.89279,3,None
1.92379,None,2
1.9807,None,3
2.2858,Key.shift,None
2.40248,C,None
2.58219,A,None
2.5962,None,C
2.75047,None,A
3.21401,None,Key.shift
6.15747,Key.shift,None
6.39216,None,Key.shift
6.72835,1,None
6.80226,2,None
6.8872,None,1
6.92545,3,None
6.98582,None,2
7.04826,None,3
7.66213,Key.shift,None
7.85525,C,None
7.96623,A,None
8.01677,None,C
8.14767,P,None
8.16465,None,A
8.27544,None,P
8.58459,None,Key.shift
9.83127,a,None
9.98297,None,a
9.98696,b,None
10.14467,None,b
10.30926,c,None
10.42328,None,c
10.61148,Key.shift,None
10.77667,!,None
10.93185,None,Key.shift
10.94288,None,1
11.16757,Key.enter,None
11.28394,None,Key.enter
11.8768,1,None
11.98409,2,None
12.01212,None,1
12.0917,3,None
12.14683,None,2
12.25779,None,3
12.58979,Key.shift,None
12.65511,C,None
12.79975,A,None
12.80776,None,C
12.94781,None,A
12.95881,P,None
13.05777,None,P
13.10686,None,Key.shift
13.43275,a,None
13.55675,None,a
13.57692,b,None
13.69513,None,b
13.77383,c,None
13.94613,None,c
14.44568,Key.shift,None
14.62637,!,None
14.72881,None,Key.shift
14.78756,None,1
15.29014,Key.enter,None
15.43949,None,Key.enter
16.00763,1,None
16.09345,2,None
16.13078,None,1
16.17483,3,None
16.23829,None,2
16.33953,None,3
16.56393,Key.shift,None
16.60653,C,None
16.73976,A,None
16.75042,None,C
16.87234,None,A
16.90509,P,None
17.01177,None,P
17.11283,None,Key.shift
17.30782,a,None
17.45341,None,a
17.52213,c,None
17.6784,None,c
18.27476,b,None
18.38734,None,b
18.78057,Key.backspace,None
18.84653,None,Key.backspace
18.92445,Key.backspace,None
18.99889,None,Key.backspace
19.21077,b,None
19.30187,None,b
19.39905,c,None
19.48934,None,c
19.76592,Key.shift,None
20.08197,!,None
20.28009,None,!
20.41525,None,Key.shift
20.72219,Key.enter,None
20.83834,None,Key.enter
21.40641,1,None
21.453,2,None
21.51661,None,1
21.55427,3,None
21.64077,None,2
21.67315,None,3
21.89523,Key.shift,None
21.97609,C,None
22.08375,A,None
22.11776,None,C
22.22134,None,A
22.2382,P,None
22.34423,None,P
22.37177,None,Key.shift
22.62956,a,None
22.74464,None,a
22.76864,b,None
22.89779,None,b
22.98509,c,None
23.17077,None,c
24.05231,Key.shift,None
24.23547,!,None
24.25652,~,None
24.31619,None,~
24.3818,None,!
24.41841,None,Key.shift
25.08822,Key.backspace,None
25.18382,None,Key.backspace
25.57888,Key.enter,None
25.70091,None,Key.enter
26.72603,1,None
26.7811,2,None
26.84367,None,1
26.88882,3,None
26.94851,None,2
26.98924,None,3
27.37489,Key.shift,None
27.49082,C,None
27.58799,A,None
27.63414,None,C
27.74759,P,None
27.7646,None,A
27.86344,None,Key.shift
27.88082,None,p
28.38776,a,None
28.51837,None,a
28.54451,b,None
28.64274,c,None
28.65442,None,b
28.75514,None,c
28.98893,Key.shift,None
29.18343,!,None
29.35723,None,!
29.37824,None,Key.shift
30.19095,Key.enter,None
30.34629,None,Key.enter
32.02659,1,None
32.13598,2,None
32.20275,None,1
32.25099,3,None
32.30272,None,2
32.37143,None,3
32.58935,Key.shift,None
32.68545,C,None
32.79804,A,None
32.82494,None,C
32.93773,None,A
32.95373,P,None
33.05285,None,Key.shift
33.07585,None,p
33.57273,a,None
33.68875,None,a
33.71077,b,None
33.80745,c,None
33.82449,None,b
33.93137,None,c
34.06819,Key.shift,None
34.20972,!,None
34.36971,None,Key.shift
34.38071,None,1
34.9696,Key.enter,None
35.09334,None,Key.enter
35.70878,1,None
35.79771,2,None
35.84536,None,1
35.87187,3,None
35.95089,None,2
36.00022,None,3
36.23282,Key.shift,None
36.4041,C,None
36.53719,A,None
36.53819,None,C
36.66328,None,A
36.68446,P,None
36.75514,None,Key.shift
36.79715,None,p
37.0242,a,None
37.15625,None,a
37.21467,b,None
37.31576,None,b
37.33228,c,None
37.46156,None,c
37.59175,Key.shift,None
37.73264,!,None
37.84167,None,Key.shift
37.863,None,1
38.00335,Key.enter,None
38.10305,None,Key.enter
38.5668,1,None
38.66571,2,None
38.70873,None,1
38.73518,3,None
38.79904,None,2
38.8621,None,3
39.2109,Key.shift,None
39.33016,C,None
39.48622,A,None
39.76399,None,C
39.76699,None,A
39.77,P,None
39.77299,None,P
39.80106,None,Key.shift
40.70772,a,None
40.82319,None,a
40.84981,b,None
40.97036,None,b
40.98234,c,None
41.08075,None,c
41.21517,Key.shift,None
41.64706,!,None
41.78961,None,Key.shift
41.80504,None,1
42.21073,Key.enter,None
42.37707,None,Key.enter
45.56412,1,None
45.6683,2,None
45.72082,None,1
45.73672,3,None
45.82778,None,2
45.85519,None,3
46.07837,Key.shift,None
46.1885,C,None
46.28687,A,None
46.30432,None,C
46.42847,None,A
46.46759,P,None
46.52605,None,Key.shift
46.54711,None,p
47.02938,a,None
47.1385,None,a
47.19156,b,None
47.26589,None,b
47.28275,c,None
47.39974,None,c
47.50793,Key.shift,None
47.70123,!,None
47.8117,None,Key.shift
47.85071,None,1
47.97121,Key.enter,None
48.08905,None,Key.enter
48.45182,1,None
48.53995,2,None
48.58402,None,1
48.63622,3,None
48.67122,None,2
48.74559,None,3
49.17011,Key.shift,None
49.221,C,None
49.33267,A,None
