Total time taken,Average hold time,Max hold time,Min hold time,Average CPR time,Max CPR time,Min CPR time,Average Release Latency,Max Release Latency,Min Release Latency,Average Press Latency,Max Press Latency,Min Press Latency
6.07324,0.015439900000000015,0.024450000000000083,0.00873999999999997,0.015439900000000015,0.024450000000000083,0.00873999999999997,0.051830707070707076,0.2518400000000005,0.02032999999999996,0.05171272727272727,0.2599999999999998,0.01968000000000003
