num_actions,total_duration,avg_inter_action_time,sd_inter_action_time,max_inter_action_time,min_inter_action_time,mm_avg_v,mm_sd_v,mm_max_v,mm_min_v,mm_avg_a,mm_sd_a,mm_max_a,mm_min_a,mm_avg_j,mm_sd_j,mm_max_j,mm_min_j,mm_avg_duration,mm_sd_duration,mm_max_duration,mm_min_duration,mm_avg_straightness,mm_sd_straightness,mm_max_straightness,mm_min_straightness,mm_avg_num_points,mm_sd_num_points,mm_max_num_points,mm_min_num_points,mm_avg_curvature,mm_sd_curvature,mm_max_curvature,mm_min_curvature,mm_avg_angle_sum,mm_sd_angle_sum,mm_max_angle_sum,mm_min_angle_sum,mm_avg_max_deviation,mm_sd_max_deviation,mm_max_max_deviation,mm_min_max_deviation,pc_avg_v,pc_sd_v,pc_max_v,pc_min_v,pc_avg_a,pc_sd_a,pc_max_a,pc_min_a,pc_avg_j,pc_sd_j,pc_max_j,pc_min_j,pc_avg_duration,pc_sd_duration,pc_max_duration,pc_min_duration,pc_avg_straightness,pc_sd_straightness,pc_max_straightness,pc_min_straightness,pc_avg_num_points,pc_sd_num_points,pc_max_num_points,pc_min_num_points,pc_avg_curvature,pc_sd_curvature,pc_max_curvature,pc_min_curvature,pc_avg_angle_sum,pc_sd_angle_sum,pc_max_angle_sum,pc_min_angle_sum,pc_avg_max_deviation,pc_sd_max_deviation,pc_max_max_deviation,pc_min_max_deviation,pc_avg_click_time,pc_sd_click_time,pc_max_click_time,pc_min_click_time,dd_avg_v,dd_sd_v,dd_max_v,dd_min_v,dd_avg_a,dd_sd_a,dd_max_a,dd_min_a,dd_avg_j,dd_sd_j,pc_max_j,pc_min_j,dd_avg_duration,dd_sd_duration,dd_max_duration,dd_min_duration,dd_avg_straightness,dd_sd_straightness,dd_max_straightness,dd_min_straightness,dd_avg_num_points,dd_sd_num_points,dd_max_num_points,dd_min_num_points,dd_avg_curvature,dd_sd_curvature,dd_max_curvature,dd_min_curvature,dd_avg_angle_sum,dd_sd_angle_sum,dd_max_angle_sum,dd_min_angle_sum,dd_avg_max_deviation,dd_sd_max_deviation,dd_max_max_deviation,dd_min_max_deviation
26,22.97109293937683,0.06982738494873048,0.09084003944498507,0.2866806983947754,0.00040793418884277344,1492.204038010438,867.1030297988455,3066.9072909525107,613.3165381610354,-3732.4190489113266,3811.6488042685487,-405.87725095326164,-12539.070776327198,547067.2746737589,616041.6481481733,1998111.3764791987,70922.25476630003,0.7475667893886566,0.10280145139942513,0.9861838817596436,0.6422362327575684,0.8685297384374104,0.1877471888407681,0.9817919977551463,0.44758630684260475,57.875,18.380404938800606,83,33,0.07272219770500044,0.17220344019176004,0.4828880511145938,-0.046343346983707075,-55.65454240953513,55.45616332542353,53.78551330886497,-127.65140641375022,0.8424691864937206,2.017081708643027,5.830261739200872,0.016089908642285992,744.5345958711396,407.24574930196735,1487.99009800358,193.20918084023475,-1186.2443858836843,822.5682886865077,-383.2525248473958,-2745.4548706851515,173138.60050555514,156295.70801917475,546825.7912938467,24950.410248292523,0.9457861423492432,0.3391061202770407,1.4776298999786377,0.39965224266052246,0.8636918086085084,0.11892515580154886,1.0,0.6484934369881523,78.9,29.22498930709813,106,23,0.007440304979039579,0.06350851605395263,0.12513053366883412,-0.08098264822717174,28.19069281186039,76.86235427382155,188.93134995589088,-88.26747827830165,0.038696144478748924,0.06623792571445176,0.17583585443823357,0.0,0.133728551864624,0.04157956056568898,0.2125568389892578,0.08124709129333496,1191.5056597882233,283.00216429668916,1548.1158768356152,806.6838579547634,-7383.308917007467,6282.786166764691,-1134.9858092761758,-15777.343175372047,173138.60050555514,156295.70801917475,546825.7912938467,24950.410248292523,0.683396190404892,0.2565111809686607,1.2911181449890137,0.4739551544189453,0.757752710943377,0.1324894448851593,0.9249814062373675,0.5079177771653793,66.5,21.246848505803666,114,51,0.023894131222849554,0.17263334500658423,0.3683850166461253,-0.14042062108640024,24.919969522598052,32.75131795304808,86.7195854985885,-15.072575673564604,0.0017022894178060613,0.0016399031074302978,0.004550930218190088,8.634338531649595e-05
