num_actions,total_duration,mm_avg_v,mm_sd_v,mm_max_v,mm_min_v,mm_avg_a,mm_sd_a,mm_max_a,mm_min_a,mm_avg_j,mm_sd_j,mm_max_j,mm_min_j,mm_avg_duration,mm_sd_duration,mm_max_duration,mm_min_duration,mm_avg_straightness,mm_sd_straightness,mm_max_straightness,mm_min_straightness,mm_avg_curvature,mm_sd_curvature,mm_max_curvature,mm_min_curvature,mm_avg_max_deviation,mm_sd_max_deviation,mm_max_max_deviation,mm_min_max_deviation,pc_avg_v,pc_sd_v,pc_max_v,pc_min_v,pc_avg_a,pc_sd_a,pc_max_a,pc_min_a,pc_avg_j,pc_sd_j,pc_max_j,pc_min_j,pc_avg_duration,pc_sd_duration,pc_max_duration,pc_min_duration,pc_avg_straightness,pc_sd_straightness,pc_max_straightness,pc_min_straightness,pc_avg_curvature,pc_sd_curvature,pc_max_curvature,pc_min_curvature,pc_avg_max_deviation,pc_sd_max_deviation,pc_max_max_deviation,pc_min_max_deviation,pc_avg_click_time,pc_sd_click_time,pc_max_click_time,pc_min_click_time,dd_avg_v,dd_sd_v,dd_max_v,dd_min_v,dd_avg_a,dd_sd_a,dd_max_a,dd_min_a,dd_avg_j,dd_sd_j,pc_max_j,pc_min_j,dd_avg_duration,dd_sd_duration,dd_max_duration,dd_min_duration,dd_avg_straightness,dd_sd_straightness,dd_max_straightness,dd_min_straightness,dd_avg_curvature,dd_sd_curvature,dd_max_curvature,dd_min_curvature,dd_avg_max_deviation,dd_sd_max_deviation,dd_max_max_deviation,dd_min_max_deviation
26,17.551987409591675,1087.1286570213208,385.94556096185147,1750.2243410284464,526.8019173060047,-995.8664632394191,972.1985597272213,-132.99921372911334,-3180.5074924321484,128382.56919707924,120986.05724312126,388749.96048666,19881.11037080214,0.47700828313827515,0.11574627225620104,0.5759952068328857,0.23201489448547363,0.9213068821416556,0.08747900977703899,0.9952549273660073,0.7240566159056954,0.012902349830079582,0.08125271220729377,0.1428739368109928,-0.10415974282493477,0.6140009090336961,0.6204196094521013,1.7996540431490557,1.0833443307304968e-06,931.9784264448251,326.62412917557714,1357.2844015830908,508.373602130159,-10389.989763885505,30921.928466721332,-325.7987980134017,-98388.13817587985,10595466.844636533,33156634.825627092,104960619.60956882,46532.58159984792,0.7256825923919678,0.14606863769037798,0.9280874729156494,0.4320809841156006,0.9428513283382423,0.06118153779383403,0.9935106556721652,0.8202123696771412,0.04031120684989354,0.05116666225408658,0.1363091104146245,-0.054135912940351846,5.149859932836503e-06,7.90708935827415e-06,2.6478415500231832e-05,3.193056080491079e-08,0.1192514181137085,0.03167808698035134,0.18423819541931152,0.07197952270507812,1150.1066032504602,514.4298710888924,2068.522578998163,583.9432059377735,-1114.8870635063963,854.953471857926,-17.043571218219448,-2681.829578870777,10595466.844636533,33156634.825627092,104960619.60956882,46532.58159984792,0.6512411236763,0.12077308843209858,0.8072571754455566,0.504185676574707,0.8425968930532749,0.1220675396690564,0.9855915385977192,0.6699112731122754,0.022979727681909156,0.042037883700193325,0.10026919220814327,-0.01575798882592261,0.0017795811699462174,0.002562912295037482,0.006841558931773142,1.6697497065322532e-06
