Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
77.55779,0.47493979999999947,0.8206100000000021,0.14311000000000718,0.19652267334161064,0.47493979999999947,0.8206100000000021,0.14311000000000718,0.19652267334161064,0.7766092929292929,3.583210000000001,0.25476000000000454,0.6576597937542816,0.7800968686868688,3.741000000000003,0.2548400000000015,0.6820353886019416
