Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
79.45193,0.5045754,0.8055999999999983,0.1771799999999999,0.18961883701880416,0.5045754,0.8055999999999983,0.1771799999999999,0.18961883701880416,0.7954760606060606,3.686390000000003,0.28885000000000005,0.6259590553927632,0.7972054545454544,3.5564800000000005,0.2893000000000008,0.6210824187169786
