Total time taken,Average hold time,Max hold time,Min hold time,SD hold time,Average CPR time,Max CPR time,Min CPR time,SD CPR time,Average Release Latency,Max Release Latency,Min Release Latency,SD Release Latency,Average Press Latency,Max Press Latency,Min Press Latency,SD Press Latency
54.27892,0.10625132075471694,0.1759599999999999,0.015780000000001237,0.03148223962129,0.09976150943396217,0.16799000000000142,0.008019999999994809,0.03463855583134031,0.4861743809523809,4.808630000000001,0.039979999999999905,0.6479030681981852,0.4853300952380952,4.799970000000002,0.09600000000000009,0.6446307541419102
