num_actions,total_duration,mm_avg_v,mm_sd_v,mm_max_v,mm_min_v,mm_avg_a,mm_sd_a,mm_max_a,mm_min_a,mm_avg_j,mm_sd_j,mm_max_j,mm_min_j,mm_avg_duration,mm_sd_duration,mm_max_duration,mm_min_duration,mm_avg_straightness,mm_sd_straightness,mm_max_straightness,mm_min_straightness,mm_avg_curvature,mm_sd_curvature,mm_max_curvature,mm_min_curvature,mm_avg_angle_sum,mm_sd_angle_sum,mm_max_angle_sum,mm_min_angle_sum,mm_avg_max_deviation,mm_sd_max_deviation,mm_max_max_deviation,mm_min_max_deviation,pc_avg_v,pc_sd_v,pc_max_v,pc_min_v,pc_avg_a,pc_sd_a,pc_max_a,pc_min_a,pc_avg_j,pc_sd_j,pc_max_j,pc_min_j,pc_avg_duration,pc_sd_duration,pc_max_duration,pc_min_duration,pc_avg_straightness,pc_sd_straightness,pc_max_straightness,pc_min_straightness,pc_avg_curvature,pc_sd_curvature,pc_max_curvature,pc_min_curvature,pc_avg_angle_sum,pc_sd_angle_sum,pc_max_angle_sum,pc_min_angle_sum,pc_avg_max_deviation,pc_sd_max_deviation,pc_max_max_deviation,pc_min_max_deviation,pc_avg_click_time,pc_sd_click_time,pc_max_click_time,pc_min_click_time,dd_avg_v,dd_sd_v,dd_max_v,dd_min_v,dd_avg_a,dd_sd_a,dd_max_a,dd_min_a,dd_avg_j,dd_sd_j,pc_max_j,pc_min_j,dd_avg_duration,dd_sd_duration,dd_max_duration,dd_min_duration,dd_avg_straightness,dd_sd_straightness,dd_max_straightness,dd_min_straightness,dd_avg_curvature,dd_sd_curvature,dd_max_curvature,dd_min_curvature,dd_avg_angle_sum,dd_sd_angle_sum,dd_max_angle_sum,dd_min_angle_sum,dd_avg_max_deviation,dd_sd_max_deviation,dd_max_max_deviation,dd_min_max_deviation
26,25.1528799533844,968.6743040207849,306.8340769371875,1291.682986838163,460.07672984881964,-1935.0556650351257,1382.5945670664278,-7.528623116740165,-4080.903741212041,311163.2105514416,236502.2493811452,751769.0167859986,49172.9375469669,0.7847638726234436,0.24116658008165334,1.1918580532073975,0.5293669700622559,0.9334452687914534,0.055519563104997116,0.9946768522011122,0.8503035011261836,0.024509073397067038,0.09087486491556196,0.1789999218412695,-0.058249461403894635,-75.00576028096754,48.26242970196576,-15.948027284611657,-167.21873117654548,0.3913873791805914,0.6807558090077913,2.067185270246925,0.06015445225764035,574.3549222221797,183.68093717542533,973.2823604843987,319.0423458849654,-605.1581912573143,509.16978574174755,-294.2280477953181,-2004.8049458657738,88928.34675509496,84632.37475547094,316135.1670738921,21335.059013944152,1.0545754194259644,0.27457514454989745,1.6637070178985596,0.6850700378417969,0.8896851206561942,0.09210606208329532,0.9932551551119759,0.650010933066797,0.027764936494940145,0.06290440352499597,0.1611146015192329,-0.051377899056943184,52.55227093233245,136.57843108263086,347.873922237553,-106.42495270202058,0.048227150200650125,0.08666500480220607,0.2245493745330364,5.696189409451112e-07,0.14952988624572755,0.023166223215946677,0.17956900596618652,0.10625219345092773,969.1561146649483,294.8575502818561,1307.206716872337,509.0586077362648,-19640.82162396057,22237.007702208026,2480.1161283874826,-47081.664932464395,88928.34675509496,84632.37475547094,316135.1670738921,21335.059013944152,0.7378870844841003,0.162098130581754,1.0617129802703857,0.5885560512542725,0.9179144375516465,0.06934279982221564,0.9936624386792404,0.7824998780618307,0.0012441752365565848,0.12856416478494595,0.1682095273698815,-0.24354180205218484,104.81744750357167,43.127682497505155,172.53027459681778,28.805612859627423,0.002035033307220033,0.0026631182145011372,0.008302258802397877,0.00020686208268790962
