Total time taken,Average hold time,Max hold time,Min hold time,Average CPR time,Max CPR time,Min CPR time,Average Release Latency,Max Release Latency,Min Release Latency,Average Press Latency,Max Press Latency,Min Press Latency
36.55751,0.14057550000000013,0.24802000000000035,0.06847000000000492,0.10316500000000024,0.24802000000000035,0.003400000000002734,0.3474243434343434,4.481809999999999,0.020300000000002427,0.34791474747474743,4.542210000000001,0.05972000000000044
